cesta_k_souboru,sirka,vyska,prumerny_jas,label
dataset/ronaldo\Cristiano_Ronaldo_training_face\000026.jpg,2015,1227,91.48,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000027.jpg,1280,1134,118.54,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000028.jpg,552,900,90.67,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000029.jpg,736,1593,98.98,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000030.jpg,1300,1007,69.59,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000031.jpg,1542,2130,99.28,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000032.jpg,811,1390,92.57,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000033.jpg,5568,3712,90.99,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000034.jpg,1200,798,154.45,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000035.jpg,4331,3101,31.4,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000036.jpg,1440,1440,152.42,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000037.jpg,1600,900,163.48,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000038.jpg,835,469,77.27,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000039.jpg,640,546,79.88,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000040.jpg,1840,1227,66.52,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000041.jpg,1200,630,71.51,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000042.jpg,647,1024,101.6,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000043.jpg,1920,1080,104.06,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000044.jpg,1600,900,182.03,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000045.jpg,615,410,114.19,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000046.jpg,634,951,78.36,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000047.jpg,2048,1152,126.8,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000048.jpg,744,414,90.82,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000049.jpg,1500,818,110.3,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000050.jpg,1280,720,111.54,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000051.jpg,1280,720,140.77,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000052.jpg,1280,720,79.48,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000053.jpg,1280,720,57.39,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000054.jpg,1280,720,122.74,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000055.jpg,615,409,73.32,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000056.jpg,665,665,69.24,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000057.jpg,736,715,61.6,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000058.jpg,758,540,88.86,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000059.jpg,736,1308,63.59,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000060.jpg,675,1200,77.74,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000061.jpg,736,729,44.92,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000062.jpg,736,1308,146.56,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000063.jpg,1299,1624,53.32,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000064.jpg,1080,2160,131.93,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000065.jpg,735,667,6.4,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000066.jpg,634,423,137.43,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000067.jpg,736,1308,78.15,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000068.jpg,689,1024,93.69,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000069.jpg,735,490,149.37,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000070.jpg,675,1200,106.79,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000071.jpg,750,729,61.67,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000072.jpg,400,400,66.8,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000073.jpg,690,1200,24.06,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000074.jpg,850,1133,67.54,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000075.jpg,1200,800,91.16,1
dataset/ronaldo\Cristiano_Ronaldo_training_face\000076.jpg,735,884,74.57,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000001.jpg,477,594,144.13,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000002.jpg,828,828,94.86,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000003.jpg,1080,1350,116.28,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000004.jpg,1125,2436,89.84,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000005.jpg,750,937,105.3,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000006.jpg,736,921,108.29,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000007.jpg,736,920,89.98,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000008.jpg,736,1553,78.22,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000009.jpg,944,1200,89.73,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000010.jpg,465,640,113.05,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000011.jpg,850,1511,125.18,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000012.jpg,694,694,54.33,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000013.jpg,640,582,97.53,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000014.jpg,736,1113,123.9,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000015.jpg,767,767,109.31,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000016.jpg,850,954,79.51,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000017.jpg,650,650,149.09,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000018.jpg,736,736,93.65,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000019.jpg,736,736,83.75,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000020.jpg,653,653,118.82,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000021.jpg,736,730,104.81,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000022.jpg,709,709,139.37,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000023.jpg,1408,2000,94.17,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000024.jpg,736,1104,96.92,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000025.jpg,640,1136,72.74,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000026.jpg,736,736,100.08,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000027.jpg,675,1200,149.18,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000028.jpg,458,591,107.88,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000029.jpg,640,640,164.49,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000030.jpg,436,612,77.39,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000031.jpg,474,480,118.68,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000032.jpg,1024,735,152.66,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000033.jpg,1500,1000,86.0,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000034.jpg,736,627,127.66,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000035.jpeg,3712,5568,140.3,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000036.jpg,474,474,153.11,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000037.jpg,733,733,108.82,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000038.jpg,736,548,56.42,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000039.jpg,750,742,54.29,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000040.jpg,736,645,83.2,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000041.jpg,800,1017,148.68,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000042.jpg,1176,1200,118.22,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000043.jpg,1080,1070,61.7,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000044.jpg,735,981,73.72,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000045.jpg,736,1247,81.8,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000046.jpg,736,936,90.05,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000047.jpg,1280,1280,37.97,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000048.jpg,736,736,93.95,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000049.jpg,984,1920,91.62,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000050.jpg,547,1184,64.87,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000051.jpg,735,918,35.23,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000052.jpg,916,1200,94.8,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000053.jpg,736,1593,89.96,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000054.jpg,1126,1612,120.58,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000055.jpg,828,1036,140.8,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000056.jpg,1076,1076,107.68,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000057.jpg,1125,1115,76.21,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000058.jpg,945,1732,60.13,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000059.jpg,288,512,91.47,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000060.jpg,736,871,104.5,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000061.jpg,736,736,151.09,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000062.jpg,1080,1349,112.35,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000063.jpg,736,1102,130.65,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000064.jpg,361,600,79.2,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000065.jpg,736,1309,84.89,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000066.jpg,750,990,54.53,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000067.jpg,735,918,35.25,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000068.jpg,1242,2688,89.73,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000069.jpg,749,802,72.57,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000070.jpg,736,736,46.96,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000071.jpg,736,919,35.62,1
dataset/ronaldo\Cristiano_Ronaldo_young_face\000072.jpg,1143,768,127.68,1
dataset/ostatni\actor_face_close_up\000001.jpg,736,920,144.34,0
dataset/ostatni\actor_face_close_up\000002.jpg,1920,1200,116.21,0
dataset/ostatni\actor_face_close_up\000003.jpg,1125,2436,163.27,0
dataset/ostatni\actor_face_close_up\000004.jpg,1600,1200,110.49,0
dataset/ostatni\actor_face_close_up\000005.jpg,768,1118,67.87,0
dataset/ostatni\actor_face_close_up\000006.jpg,1920,1200,79.31,0
dataset/ostatni\actor_face_close_up\000007.jpg,728,1294,68.82,0
dataset/ostatni\actor_face_close_up\000008.jpg,1920,1080,185.33,0
dataset/ostatni\actor_face_close_up\000009.jpg,1920,1200,128.05,0
dataset/ostatni\actor_face_close_up\000010.jpg,2560,1440,161.52,0
dataset/ostatni\actor_face_close_up\000011.jpg,900,1200,90.51,0
dataset/ostatni\actor_face_close_up\000012.jpg,626,351,59.34,0
dataset/ostatni\actor_face_close_up\000013.jpg,626,443,17.38,0
dataset/ostatni\actor_face_close_up\000014.jpg,1366,819,81.77,0
dataset/ostatni\actor_face_close_up\000015.jpg,1920,1200,117.89,0
dataset/ostatni\actor_face_close_up\000016.jpg,1920,1080,77.12,0
dataset/ostatni\actor_face_close_up\000017.jpg,1920,1080,114.83,0
dataset/ostatni\actor_face_close_up\000018.jpg,1920,1080,140.12,0
dataset/ostatni\actor_face_close_up\000019.jpg,1300,956,140.8,0
dataset/ostatni\actor_face_close_up\000020.jpg,1332,850,100.85,0
dataset/ostatni\actor_face_close_up\000021.jpg,1920,1200,133.2,0
dataset/ostatni\actor_face_close_up\000022.jpg,1920,1200,55.73,0
dataset/ostatni\actor_face_close_up\000023.jpg,866,1390,143.64,0
dataset/ostatni\actor_face_close_up\000024.jpg,866,1390,48.44,0
dataset/ostatni\actor_face_close_up\000025.jpeg,3024,4032,114.94,0
dataset/ostatni\actor_face_close_up\000026.jpg,865,1390,114.9,0
dataset/ostatni\actor_face_close_up\000027.jpg,1300,1009,211.52,0
dataset/ostatni\actor_face_close_up\000028.jpeg,4240,2837,84.39,0
dataset/ostatni\actor_face_close_up\000029.jpg,1200,1290,50.98,0
dataset/ostatni\actor_face_close_up\000030.jpg,1920,1200,116.08,0
dataset/ostatni\actor_face_close_up\000031.jpg,1300,956,142.17,0
dataset/ostatni\actor_face_close_up\000032.jpg,1000,750,44.67,0
dataset/ostatni\actor_face_close_up\000033.jpg,500,700,116.62,0
dataset/ostatni\actor_face_close_up\000034.jpg,1080,1350,146.25,0
dataset/ostatni\actor_face_close_up\000035.jpg,474,593,127.39,0
dataset/ostatni\actor_face_close_up\000036.jpg,500,700,137.91,0
dataset/ostatni\actor_face_close_up\000037.jpg,500,700,151.35,0
dataset/ostatni\actor_face_close_up\000038.jpg,500,700,130.89,0
dataset/ostatni\actor_face_close_up\000039.jpg,500,700,153.94,0
dataset/ostatni\actor_face_close_up\000040.jpg,500,700,146.08,0
dataset/ostatni\actor_face_close_up\000041.jpg,500,700,128.14,0
dataset/ostatni\actor_face_close_up\000042.jpg,488,650,35.0,0
dataset/ostatni\actor_face_close_up\000043.jpg,720,1280,123.69,0
dataset/ostatni\actor_face_close_up\000044.jpg,500,700,136.32,0
dataset/ostatni\actor_face_close_up\000045.jpg,236,336,175.56,0
dataset/ostatni\actor_face_close_up\000046.jpg,500,700,123.99,0
dataset/ostatni\actor_face_close_up\000047.jpg,1280,720,109.21,0
dataset/ostatni\actor_face_close_up\000048.jpg,358,430,72.46,0
dataset/ostatni\actor_face_close_up\000049.jpg,736,401,44.68,0
dataset/ostatni\actor_face_close_up\000050.jpg,736,736,142.19,0
dataset/ostatni\actor_face_close_up\000051.jpg,500,750,134.29,0
dataset/ostatni\actor_face_close_up\000052.jpg,500,700,108.08,0
dataset/ostatni\actor_face_close_up\000053.jpg,499,499,128.55,0
dataset/ostatni\actor_face_close_up\000054.jpg,500,700,97.71,0
dataset/ostatni\actor_face_close_up\000055.jpg,500,700,117.63,0
dataset/ostatni\actor_face_close_up\000056.jpg,961,1200,150.94,0
dataset/ostatni\actor_face_close_up\000057.jpg,286,400,136.44,0
dataset/ostatni\actor_face_close_up\000058.jpg,600,900,122.24,0
dataset/ostatni\actor_face_close_up\000059.jpg,728,523,119.45,0
dataset/ostatni\actor_face_close_up\000060.jpg,600,900,130.48,0
dataset/ostatni\actor_face_close_up\000061.jpg,1280,720,68.46,0
dataset/ostatni\actor_face_close_up\000062.jpg,736,920,145.53,0
dataset/ostatni\actor_face_close_up\000063.jpg,500,700,85.34,0
dataset/ostatni\actor_face_close_up\000064.jpg,675,1200,134.84,0
dataset/ostatni\actor_face_close_up\000065.jpg,736,1036,105.71,0
dataset/ostatni\actor_face_close_up\000066.jpg,500,700,115.6,0
dataset/ostatni\actor_face_close_up\000067.jpg,682,835,128.71,0
dataset/ostatni\actor_face_close_up\000068.jpg,2000,3000,102.77,0
dataset/ostatni\actor_face_close_up\000069.jpg,736,1308,62.6,0
dataset/ostatni\actor_face_close_up\000070.jpg,600,777,146.45,0
dataset/ostatni\actor_face_close_up\000071.jpg,600,900,129.46,0
dataset/ostatni\actor_face_close_up\000072.jpg,1000,973,37.76,0
dataset/ostatni\actor_face_close_up\000073.jpg,512,769,140.59,0
dataset/ostatni\actor_face_close_up\000074.jpg,1080,1920,136.74,0
dataset/ostatni\actor_face_close_up\000075.jpg,600,900,122.24,0
dataset/ostatni\actor_face_close_up\000076.jpg,600,900,122.23,0
dataset/ostatni\actor_face_close_up\000077.jpg,1149,1600,129.1,0
dataset/ostatni\actor_face_close_up\000078.jpg,500,700,95.49,0
dataset/ostatni\AFC_Bournemouth_player_face\000001.jpg,1200,800,133.23,0
dataset/ostatni\AFC_Bournemouth_player_face\000002.jpg,1200,800,85.78,0
dataset/ostatni\AFC_Bournemouth_player_face\000003.jpg,892,1200,116.71,0
dataset/ostatni\AFC_Bournemouth_player_face\000004.jpg,1200,1200,36.48,0
dataset/ostatni\AFC_Bournemouth_player_face\000005.jpg,1200,800,136.34,0
dataset/ostatni\AFC_Bournemouth_player_face\000006.jpg,1920,1920,53.9,0
dataset/ostatni\AFC_Bournemouth_player_face\000007.jpg,1920,1280,98.44,0
dataset/ostatni\AFC_Bournemouth_player_face\000008.jpg,800,1200,50.05,0
dataset/ostatni\AFC_Bournemouth_player_face\000009.jpg,736,1308,69.49,0
dataset/ostatni\AFC_Bournemouth_player_face\000010.jpg,736,1308,124.79,0
dataset/ostatni\AFC_Bournemouth_player_face\000011.jpg,736,1309,120.84,0
dataset/ostatni\AFC_Bournemouth_player_face\000012.jpg,829,1024,76.75,0
dataset/ostatni\AFC_Bournemouth_player_face\000013.jpg,1600,1045,73.37,0
dataset/ostatni\AFC_Bournemouth_player_face\000014.jpg,1600,939,77.09,0
dataset/ostatni\AFC_Bournemouth_player_face\000015.jpg,1500,1000,96.58,0
dataset/ostatni\AFC_Bournemouth_player_face\000016.jpg,1920,1330,60.15,0
dataset/ostatni\AFC_Bournemouth_player_face\000017.jpg,560,824,137.81,0
dataset/ostatni\AFC_Bournemouth_player_face\000018.jpg,1773,1116,93.61,0
dataset/ostatni\AFC_Bournemouth_player_face\000019.jpg,1920,1920,63.97,0
dataset/ostatni\AFC_Bournemouth_player_face\000020.jpg,367,550,59.46,0
dataset/ostatni\AFC_Bournemouth_player_face\000021.jpg,550,366,52.35,0
dataset/ostatni\AFC_Bournemouth_player_face\000022.jpg,550,366,58.61,0
dataset/ostatni\AFC_Bournemouth_player_face\000023.jpg,1024,683,148.93,0
dataset/ostatni\AFC_Bournemouth_player_face\000024.jpg,1554,1980,95.23,0
dataset/ostatni\AFC_Bournemouth_player_face\000025.jpg,640,1136,57.1,0
dataset/ostatni\AFC_Bournemouth_player_face\000026.jpg,1920,1218,118.12,0
dataset/ostatni\AFC_Bournemouth_player_face\000027.jpg,2520,1418,63.95,0
dataset/ostatni\AFC_Bournemouth_player_face\000028.jpg,2520,1197,95.05,0
dataset/ostatni\AFC_Bournemouth_player_face\000029.jpg,2520,1680,63.34,0
dataset/ostatni\AFC_Bournemouth_player_face\000030.jpg,2520,1260,130.04,0
dataset/ostatni\AFC_Bournemouth_player_face\000031.jpg,2520,1417,75.17,0
dataset/ostatni\AFC_Bournemouth_player_face\000032.jpg,1600,1109,85.11,0
dataset/ostatni\AFC_Bournemouth_player_face\000033.jpg,2520,1679,81.57,0
dataset/ostatni\AFC_Bournemouth_player_face\000034.jpg,900,675,145.76,0
dataset/ostatni\AFC_Bournemouth_player_face\000035.jpg,1290,1980,71.24,0
dataset/ostatni\AFC_Bournemouth_player_face\000036.jpg,1920,1280,58.08,0
dataset/ostatni\AFC_Bournemouth_player_face\000037.jpg,1358,1920,50.02,0
dataset/ostatni\AFC_Bournemouth_player_face\000038.jpg,1920,1405,55.74,0
dataset/ostatni\AFC_Bournemouth_player_face\000039.jpg,1920,1387,74.98,0
dataset/ostatni\AFC_Bournemouth_player_face\000040.jpg,1920,1080,86.19,0
dataset/ostatni\AFC_Bournemouth_player_face\000041.jpg,1920,1348,48.15,0
dataset/ostatni\AFC_Bournemouth_player_face\000042.jpg,1536,1024,108.62,0
dataset/ostatni\AFC_Bournemouth_player_face\000043.jpg,1600,997,132.23,0
dataset/ostatni\AFC_Bournemouth_player_face\000044.jpg,1280,720,92.66,0
dataset/ostatni\AFC_Bournemouth_player_face\000045.jpg,1280,720,82.26,0
dataset/ostatni\AFC_Bournemouth_player_face\000046.jpg,1080,1920,89.2,0
dataset/ostatni\AFC_Bournemouth_player_face\000047.jpg,736,1309,90.45,0
dataset/ostatni\AFC_Bournemouth_player_face\000048.jpg,3000,2020,64.76,0
dataset/ostatni\AFC_Bournemouth_player_face\000049.jpg,1920,1080,75.16,0
dataset/ostatni\AFC_Bournemouth_player_face\000050.jpg,1920,960,130.01,0
dataset/ostatni\AFC_Bournemouth_player_face\000051.jpg,1920,1255,72.21,0
dataset/ostatni\AFC_Bournemouth_player_face\000052.jpg,1920,938,114.45,0
dataset/ostatni\AFC_Bournemouth_player_face\000053.jpg,1500,1000,118.02,0
dataset/ostatni\AFC_Bournemouth_player_face\000054.jpg,976,548,37.17,0
dataset/ostatni\Arsenal_player_face\000001.jpg,2181,1227,91.65,0
dataset/ostatni\Arsenal_player_face\000002.jpg,2181,1227,100.77,0
dataset/ostatni\Arsenal_player_face\000003.jpg,3000,1500,98.46,0
dataset/ostatni\Arsenal_player_face\000004.jpg,2560,1600,186.95,0
dataset/ostatni\Arsenal_player_face\000005.jpg,1920,1080,76.46,0
dataset/ostatni\Arsenal_player_face\000006.jpg,1400,700,122.76,0
dataset/ostatni\Arsenal_player_face\000007.jpg,1000,667,109.19,0
dataset/ostatni\Arsenal_player_face\000008.jpg,1200,630,72.01,0
dataset/ostatni\Arsenal_player_face\000009.jpg,736,1308,33.12,0
dataset/ostatni\Arsenal_player_face\000010.jpg,390,280,100.43,0
dataset/ostatni\Arsenal_player_face\000011.jpg,1069,1333,96.08,0
dataset/ostatni\Arsenal_player_face\000012.jpg,710,863,99.03,0
dataset/ostatni\Arsenal_player_face\000013.jpg,1200,630,115.13,0
dataset/ostatni\Arsenal_player_face\000014.jpg,683,1024,108.66,0
dataset/ostatni\Arsenal_player_face\000015.jpg,474,578,60.02,0
dataset/ostatni\Arsenal_player_face\000016.jpg,5176,3450,65.78,0
dataset/ostatni\Arsenal_player_face\000017.jpg,615,410,61.94,0
dataset/ostatni\Arsenal_player_face\000018.jpg,1920,1345,129.13,0
dataset/ostatni\Arsenal_player_face\000019.jpg,736,888,76.09,0
dataset/ostatni\Arsenal_player_face\000020.jpg,1920,1080,114.83,0
dataset/ostatni\Arsenal_player_face\000021.jpg,600,605,76.12,0
dataset/ostatni\Arsenal_player_face\000022.jpg,648,1024,97.85,0
dataset/ostatni\Arsenal_player_face\000023.jpg,500,500,24.19,0
dataset/ostatni\Arsenal_player_face\000024.jpg,1920,1080,56.3,0
dataset/ostatni\Arsenal_player_face\000025.jpg,1920,1280,100.29,0
dataset/ostatni\Arsenal_player_face\000026.jpg,2000,1000,137.77,0
dataset/ostatni\Arsenal_player_face\000027.jpg,1920,1080,44.93,0
dataset/ostatni\Arsenal_player_face\000028.jpg,1920,1080,132.22,0
dataset/ostatni\Arsenal_player_face\000029.jpg,3000,1500,88.1,0
dataset/ostatni\Arsenal_player_face\000030.jpg,3000,1500,91.19,0
dataset/ostatni\Arsenal_player_face\000031.jpg,736,736,78.98,0
dataset/ostatni\Arsenal_player_face\000032.jpg,1280,720,86.46,0
dataset/ostatni\Arsenal_player_face\000033.jpg,1280,720,81.91,0
dataset/ostatni\Arsenal_player_face\000034.jpg,1280,720,36.7,0
dataset/ostatni\Arsenal_player_face\000035.jpg,1280,720,110.94,0
dataset/ostatni\Arsenal_player_face\000036.jpg,683,1024,137.12,0
dataset/ostatni\Arsenal_player_face\000037.jpg,1080,1920,99.11,0
dataset/ostatni\Arsenal_player_face\000038.jpg,736,791,109.42,0
dataset/ostatni\Arsenal_player_face\000039.jpg,736,909,69.46,0
dataset/ostatni\Arsenal_player_face\000040.jpg,736,829,117.43,0
dataset/ostatni\Arsenal_player_face\000041.jpg,736,856,39.74,0
dataset/ostatni\Arsenal_player_face\000042.jpg,720,885,129.45,0
dataset/ostatni\Arsenal_player_face\000043.jpg,678,1024,71.56,0
dataset/ostatni\Arsenal_player_face\000044.jpg,846,1833,66.71,0
dataset/ostatni\Arsenal_player_face\000045.jpg,750,1333,85.01,0
dataset/ostatni\Arsenal_player_face\000046.jpg,736,1290,93.51,0
dataset/ostatni\Arsenal_player_face\000047.jpg,736,572,112.7,0
dataset/ostatni\Arsenal_player_face\000048.jpg,512,640,101.18,0
dataset/ostatni\Arsenal_player_face\000049.jpg,735,920,115.56,0
dataset/ostatni\Arsenal_player_face\000050.jpg,780,439,93.74,0
dataset/ostatni\Arsenal_player_face\000051.jpg,780,439,95.83,0
dataset/ostatni\Arsenal_player_face\000052.jpg,780,439,81.87,0
dataset/ostatni\Arsenal_player_face\000053.jpg,736,977,112.52,0
dataset/ostatni\Arsenal_player_face\000054.jpg,1376,1598,42.93,0
dataset/ostatni\Arsenal_player_face\000055.jpg,1000,1008,76.07,0
dataset/ostatni\Arsenal_player_face\000056.jpg,736,1592,74.46,0
dataset/ostatni\Arsenal_player_face\000057.jpg,1076,1350,101.53,0
dataset/ostatni\Arsenal_player_face\000058.jpg,736,1037,78.91,0
dataset/ostatni\Aston_Villa_player_face\000001.jpg,3000,1500,92.37,0
dataset/ostatni\Aston_Villa_player_face\000002.jpg,3000,1500,77.55,0
dataset/ostatni\Aston_Villa_player_face\000003.jpg,1024,1024,66.21,0
dataset/ostatni\Aston_Villa_player_face\000004.jpg,1920,1080,63.34,0
dataset/ostatni\Aston_Villa_player_face\000005.jpg,1024,1024,78.69,0
dataset/ostatni\Aston_Villa_player_face\000006.jpg,1536,1024,35.2,0
dataset/ostatni\Aston_Villa_player_face\000007.jpg,2000,1000,60.24,0
dataset/ostatni\Aston_Villa_player_face\000008.jpg,1200,800,91.76,0
dataset/ostatni\Aston_Villa_player_face\000009.jpg,1600,900,63.38,0
dataset/ostatni\Aston_Villa_player_face\000010.jpg,1024,1024,78.68,0
dataset/ostatni\Aston_Villa_player_face\000011.jpg,3000,1500,65.39,0
dataset/ostatni\Aston_Villa_player_face\000012.jpg,1200,824,115.09,0
